0,987
1,1258
2,1733
3,2434
4,3221
5,5005
6,6484
7,8248
8,10264
9,12400
10,15026
11,17883
12,21137
13,25082
14,28810
15,31994
16,35447
17,38132
18,41138
19,43704
20,45762
21,59945
22,65120
23,67803
24,69935
25,72093
26,74124
27,76005
28,76539
29,77573
30,78631
31,79671
32,80295
33,81294
34,82157
35,83296
36,84754
37,86577
38,88792
39,91419
40,94051
41,97385
42,100574
43,104923
44,109981
45,115765
46,121622
47,128852
48,137726
49,149192
50,163567
51,180533
52,198100
53,217104
54,238177
55,262373
56,290569
57,323090
58,361961
59,396123
60,433840
61,478132
62,525296
63,576465
64,639440
65,707147
66,775594
67,837218
68,901905
69,979865
70,1058816
71,1138867
72,1226195
73,1309664
74,1382801
75,1459241
76,1544486
77,1633581
78,1724630
79,1818433
80,1903986
81,1979571
82,2055840
83,2135657
84,2223531
85,2312143
86,2403751
87,2488732
88,2567031
89,2649648
90,2732417
91,2817601
92,2908170
93,3005355
94,3097531
95,3172984
96,3244383
97,3324697
98,3414907
99,3503884
100,3598413
101,3682209
102,3764393
103,3845180
104,3928399
105,4023819
106,4119658
107,4216251
108,4304909
109,4384633
110,4457070
111,4547087
112,4640256
113,4738973
114,4841376
115,4938484
116,5021888
117,5113447
118,5213627
119,5321440
120,5431020
121,5541394
122,5643894
123,5742164
124,5834618
125,5929550
126,6039957
127,6160546
128,6290138
129,6417542
130,6528595
131,6631850
132,6752477
133,6876314
134,7010084
135,7143636
136,7274974
137,7392038
138,7502140
139,7626567
140,7767199
141,7909423
142,8054084
143,8192080
144,8318755
145,8447349
146,8596332
147,8747723
148,8893732
149,9080483
150,9242729
151,9377546
152,9520894
153,9690051
154,9870512
155,10056938
156,10256144
157,10440177
158,10609088
159,10772165
160,10955939
161,11159953
162,11376563
163,11596559
164,11797759
165,11978343
166,12155118
167,12371546
168,12592547
169,12823914
170,13067100
171,13289921
172,13492528
173,13689618
174,13917867
175,14160075
176,14414741
177,14661105
178,14893675
179,15116354
180,15322731
181,15570047
182,15856705
183,16137814
184,16431980
185,16700509
186,16925397
187,17143855
188,17400395
189,17697074
190,17988823
191,18284796
192,18549750
193,18775167
194,18977463
195,19238219
196,19517145
197,19805316
198,20094024
199,20370624
200,20598019
201,20818240
202,21093101
203,21388197
204,21679802
205,21974649
206,22245883
207,22467674
208,22672724
209,22938320
210,23219670
211,23496886
212,23767191
213,24039810
214,24257558
215,24477361
216,24740219
217,25023232
218,25305664
219,25600898
220,25871404
221,26102221
222,26352789
223,26621157
224,26915576
225,27211244
226,27525064
227,27808393
228,28052793
229,28259472
230,28513658
231,28809272
232,29117056
233,29441521
234,29737924
235,29995092
236,30245820
237,30535769
238,30848038
239,31168234
240,31497518
241,31802595
242,32063498
243,32303551
244,32591770
245,32909266
246,33229705
247,33560111
248,33866712
249,34129080
250,34370504
251,34666657
252,34989700
253,35318517
254,35653111
255,35964847
256,36230091
257,36502297
258,36821714
259,37178229
260,37541591
261,37912064
262,38292130
263,38587913
264,38862155
265,39190027
266,39577370
267,39983771
268,40407169
269,40812493
270,41160836
271,41494793
272,41896159
273,42343562
274,42834881
275,43334297
276,43818943
277,44251628
278,44648368
279,45125069
280,45644929
281,46196689
282,46772052
283,47286410
284,47754991
285,48206900
286,48724254
287,49303174
288,49930342
289,50560661
290,51200253
291,51706719
292,52177377
293,52761215
294,53395649
295,54043701
296,54704516
297,55317343
298,55834608
299,56322053
300,56907312
301,57535138
302,58198821
303,58867672
304,59484695
305,60009398
306,60532797
307,61118265
308,61761786
309,62388320
310,62999649
311,63601812
312,64131397
313,64619874
314,65216926
315,65865930
316,66563836
317,67260778
318,67915060
319,68467082
320,68984331
321,69609716
322,70278635
323,70983152
324,71699531
325,72369637
326,72929053
327,73459683
328,74087622
329,74825137
330,75563725
331,76293024
332,76952732
333,77513097
334,78047468
335,78685035
336,79392018
337,80095246
338,80643388
339,81094442
340,81555990
341,82060552
342,82698593
343,83472304
344,84252708
345,84904876
346,85455785
347,86005777
348,86563470
349,87304339
350,88117499
351,88968852
352,89801273
353,90563467
354,91198554
355,91780379
356,92481551
357,93231386
358,93983284
359,94736780
360,95419881
361,95975835
362,96447838
363,97055711
364,97721192
365,98373022
366,99009440
367,99610797
368,100091363
369,100526124
370,101070851
371,101665785
372,102262143
373,102843268
374,103375415
375,103792578
376,104181272
377,104643586
378,105131223
379,105639790
380,106136787
381,106578539
382,106940917
383,107259271
384,107652015
385,108096606
386,108542720
387,108970016
388,109358270
389,109661912
390,109925487
391,110275051
392,110672880
393,111075384
394,111487928
395,111877083
396,112195376
397,112478977
398,112860486
399,113305181
400,113753207
401,114190240
402,114588210
403,114910546
404,115205080
405,115577435
406,116024646
407,116475015
408,116929724
409,117344263
410,117724615
411,118016998
412,118412089
413,118881674
414,119363682
415,119858238
416,120313032
417,120692081
418,121028198
