0,987
1,1258
2,1733
3,2434
4,3221
5,5005
6,6484
7,8248
8,10264
9,12400
10,15026
11,17883
12,21137
13,25083
14,28811
15,31995
16,35448
17,38133
18,41139
19,43705
20,45763
21,59946
22,65121
23,67804
24,69936
25,72094
26,74125
27,76006
28,76540
29,77574
30,78632
31,79672
32,80296
33,81295
34,82158
35,83297
36,84755
37,86578
38,88793
39,91420
40,94052
41,97386
42,100575
43,104924
44,109982
45,115766
46,121623
47,128853
48,137727
49,149193
50,163568
51,180534
52,198101
53,217105
54,238178
55,262374
56,290571
57,323092
58,361960
59,396122
60,433839
61,478133
62,525297
63,576466
64,639441
65,707148
66,775594
67,837220
68,901906
69,979865
70,1058817
71,1138864
72,1226204
73,1309682
74,1382818
75,1459245
76,1544475
77,1633571
78,1724609
79,1818421
80,1903990
81,1979593
82,2055819
83,2135714
84,2223506
85,2312146
86,2403729
87,2488743
88,2567071
89,2649630
90,2732385
91,2817564
92,2908154
93,3005339
94,3097498
95,3172947
96,3244344
97,3324678
98,3414881
99,3503849
100,3598385
101,3682173
102,3764370
103,3845150
104,3928349
105,4023764
106,4119592
107,4216183
108,4304842
109,4384562
110,4456997
111,4547011
112,4640179
113,4738892
114,4841294
115,4938403
116,5021806
117,5113364
118,5213541
119,5321352
120,5430930
121,5541300
122,5643798
123,5742068
124,5834482
125,5929450
126,6039856
127,6160445
128,6290037
129,6417438
130,6528490
131,6631743
132,6752370
133,6876206
134,7009975
135,7143525
136,7274863
137,7391925
138,7502027
139,7626454
140,7767086
141,7909309
142,8053971
143,8191967
144,8318642
145,8447236
146,8596218
147,8747609
148,8893618
149,9080368
150,9242614
151,9377430
152,9520778
153,9689936
154,9870398
155,10056824
156,10256031
157,10440065
158,10608975
159,10772051
160,10955825
161,11159840
162,11376451
163,11596447
164,11797647
165,11978232
166,12155006
167,12371434
168,12592436
169,12823804
170,13066990
171,13289811
172,13492418
173,13689508
174,13917758
175,14159967
176,14414634
177,14660999
178,14893569
179,15116248
180,15322624
181,15569940
182,15856599
183,16137709
184,16431876
185,16700407
186,16925294
187,17143751
188,17400292
189,17696971
190,17988721
191,18284694
192,18549648
193,18775065
194,18977360
195,19238117
196,19517043
197,19805215
198,20093924
199,20370524
200,20597919
201,20818140
202,21093002
203,21388098
204,21679702
205,21974547
206,22245781
207,22467572
208,22672622
209,22938218
210,23219568
211,23496784
212,23767089
213,24039708
214,24257456
215,24477259
216,24740117
217,25023130
218,25305563
219,25600796
220,25871302
221,26102119
222,26352687
223,26621054
224,26915473
225,27211140
226,27524959
227,27808287
228,28052686
229,28259364
230,28513550
231,28809163
232,29116946
233,29441410
234,29737812
235,29994979
236,30245707
237,30535655
238,30847924
239,31168120
240,31497404
241,31802481
242,32063383
243,32303435
244,32591653
245,32909149
246,33229587
247,33559992
248,33866592
249,34128959
250,34370382
251,34666534
252,34989576
253,35318392
254,35652985
255,35964720
256,36229963
257,36502168
258,36821584
259,37178099
260,37541459
261,37911931
262,38291997
263,38587779
264,38862020
265,39189891
266,39577234
267,39983634
268,40407031
269,40812354
270,41160696
271,41494651
272,41896016
273,42343419
274,42834739
275,43334153
276,43818798
277,44251484
278,44648223
279,45124924
280,45644784
281,46196543
282,46771905
283,47286262
284,47754842
285,48206748
286,48724090
287,49303003
288,49930164
289,50560482
290,51200072
291,51706535
292,52177191
293,52761021
294,53395448
295,54043498
296,54704304
297,55317127
298,55834390
299,56321833
300,56907087
301,57534907
302,58198584
303,58867425
304,59484441
305,60009138
306,60532535
307,61117995
308,61761513
309,62388042
310,62999368
311,63601527
312,64131108
313,64619583
314,65216641
315,65865680
316,66563623
317,67260620
318,67914924
319,68466952
320,68984197
321,69609583
322,70278496
323,70983006
324,71699376
325,72369476
326,72928887
327,73459512
328,74087449
329,74824987
330,75563581
331,76292884
332,76952585
333,77512949
334,78047321
335,78684884
336,79391862
337,80095086
338,80643224
339,81094273
340,81555820
341,82060380
342,82698418
343,83472131
344,84252532
345,84904696
346,85455601
347,86005590
348,86563278
349,87304145
350,88117306
351,88968653
352,89801078
353,90563266
354,91198349
355,91780173
356,92481346
357,93231179
358,93983070
359,94736564
360,95419663
361,95975612
362,96447613
363,97055489
364,97720971
365,98372800
366,99009218
367,99610573
368,100091135
369,100525893
370,101070619
371,101665553
372,102261914
373,102843035
374,103375179
375,103792340
376,104181033
377,104643346
378,105130983
379,105639551
380,106136542
381,106578294
382,106940668
383,107259020
384,107651763
385,108096353
386,108542466
387,108969760
388,109358012
389,109661654
390,109925228
391,110274790
392,110672618
393,111075122
394,111487664
395,111876816
396,112195109
397,112478707
398,112860214
399,113304907
400,113752930
401,114189962
402,114587930
403,114910264
404,115204796
405,115577146
406,116024356
407,116474725
408,116929437
409,117343973
410,117724325
411,118016707
412,118411796
413,118881381
414,119363389
415,119857944
416,120312737
417,120691786
418,121027904
