0,987
1,1258
2,1733
3,2434
4,3221
5,5005
6,6484
7,8248
8,10264
9,12400
10,15026
11,17883
12,21137
13,25083
14,28811
15,31995
16,35448
17,38133
18,41139
19,43705
20,45763
21,59946
22,65121
23,67804
24,69936
25,72094
26,74125
27,76006
28,76540
29,77574
30,78632
31,79672
32,80296
33,81295
34,82158
35,83297
36,84755
37,86578
38,88793
39,91420
40,94052
41,97386
42,100575
43,104924
44,109982
45,115766
46,121623
47,128853
48,137727
49,149193
50,163568
51,180534
52,198101
53,217105
54,238178
55,262374
56,290570
57,323091
58,361962
59,396124
60,433841
61,478133
62,525297
63,576466
64,639441
65,707148
66,775594
67,837218
68,901905
69,979866
70,1058817
71,1138868
72,1226196
73,1309664
74,1382801
75,1459240
76,1544484
77,1633578
78,1724626
79,1818428
80,1903980
81,1979563
82,2055832
83,2135648
84,2223522
85,2312134
86,2403741
87,2488721
88,2567021
89,2649636
90,2732404
91,2817586
92,2908154
93,3005338
94,3097513
95,3172963
96,3244361
97,3324672
98,3414883
99,3503860
100,3598388
101,3682183
102,3764366
103,3845153
104,3928372
105,4023790
106,4119628
107,4216220
108,4304877
109,4384600
110,4457036
111,4547052
112,4640220
113,4738936
114,4841338
115,4938445
116,5021848
117,5113406
118,5213584
119,5321396
120,5430975
121,5541348
122,5643847
123,5742116
124,5834529
125,5929499
126,6039906
127,6160495
128,6290087
129,6417490
130,6528543
131,6631797
132,6752424
133,6876261
134,7010031
135,7143583
136,7274921
137,7391984
138,7502086
139,7626513
140,7767146
141,7909371
142,8054033
143,8192029
144,8318704
145,8447298
146,8596281
147,8747672
148,8893681
149,9080431
150,9242677
151,9377493
152,9520841
153,9689999
154,9870461
155,10056887
156,10256094
157,10440128
158,10609038
159,10772114
160,10955888
161,11159903
162,11376513
163,11596509
164,11797709
165,11978292
166,12155066
167,12371494
168,12592496
169,12823864
170,13067050
171,13289871
172,13492478
173,13689568
174,13917817
175,14160026
176,14414693
177,14661057
178,14893627
179,15116305
180,15322681
181,15569997
182,15856656
183,16137765
184,16431931
185,16700462
186,16925349
187,17143806
188,17400347
189,17697026
190,17988776
191,18284749
192,18549703
193,18775120
194,18977415
195,19238172
196,19517098
197,19805270
198,20093979
199,20370579
200,20597974
201,20818195
202,21093057
203,21388153
204,21679757
205,21974602
206,22245836
207,22467627
208,22672677
209,22938273
210,23219623
211,23496839
212,23767144
213,24039763
214,24257511
215,24477314
216,24740172
217,25023185
218,25305617
219,25600850
220,25871355
221,26102172
222,26352740
223,26621107
224,26915526
225,27211193
226,27525012
227,27808340
228,28052739
229,28259417
230,28513603
231,28809216
232,29116999
233,29441463
234,29737865
235,29995032
236,30245760
237,30535708
238,30847977
239,31168173
240,31497457
241,31802534
242,32063436
243,32303488
244,32591706
245,32909202
246,33229640
247,33560045
248,33866646
249,34129013
250,34370436
251,34666588
252,34989631
253,35318447
254,35653040
255,35964775
256,36230018
257,36502223
258,36821639
259,37178154
260,37541514
261,37911986
262,38292052
263,38587834
264,38862075
265,39189946
266,39577289
267,39983689
268,40407086
269,40812408
270,41160750
271,41494705
272,41896070
273,42343473
274,42834791
275,43334205
276,43818850
277,44251536
278,44648275
279,45124976
280,45644836
281,46196595
282,46771957
283,47286314
284,47754894
285,48206802
286,48724150
287,49303068
288,49930234
289,50560553
290,51200143
291,51706608
292,52177262
293,52761098
294,53395530
295,54043582
296,54704396
297,55317220
298,55834483
299,56321926
300,56907184
301,57535006
302,58198686
303,58867528
304,59484547
305,60009245
306,60532642
307,61118106
308,61761625
309,62388157
310,62999483
311,63601643
312,64131225
313,64619701
314,65216762
315,65865801
316,66563745
317,67260745
318,67915051
319,68467080
320,68984324
321,69609712
322,70278626
323,70983138
324,71699509
325,72369609
326,72929021
327,73459646
328,74087583
329,74825121
330,75563715
331,76293018
332,76952720
333,77513084
334,78047455
335,78685020
336,79391999
337,80095223
338,80643361
339,81094410
340,81555956
341,82060517
342,82698555
343,83472267
344,84252668
345,84904833
346,85455737
347,86005726
348,86563414
349,87304281
350,88117441
351,88968789
352,89801212
353,90563401
354,91198483
355,91780307
356,92481479
357,93231310
358,93983202
359,94736696
360,95419795
361,95975744
362,96447745
363,97055621
364,97721099
365,98372927
366,99009343
367,99610698
368,100091261
369,100526019
370,101070744
371,101665678
372,102262035
373,102843159
374,103375303
375,103792463
376,104181156
377,104643469
378,105131106
379,105639673
380,106136667
381,106578419
382,106940793
383,107259145
384,107651888
385,108096478
386,108542590
387,108969884
388,109358136
389,109661777
390,109925351
391,110274914
392,110672742
393,111075244
394,111487786
395,111876939
396,112195231
397,112478829
398,112860338
399,113305031
400,113753054
401,114190086
402,114588054
403,114910388
404,115204920
405,115577273
406,116024483
407,116474852
408,116929562
409,117344099
410,117724451
411,118016833
412,118411922
413,118881508
414,119363515
415,119858070
416,120312863
417,120691912
418,121028030
